user_id,date,electricity_kwh
90,2024-06-29,163.76
90,2024-07-29,220.85
90,2024-08-28,82.63
90,2024-09-27,147.79
90,2024-10-27,84.63
90,2024-11-26,237.22
91,2024-01-01,192.06
91,2024-01-31,166.8
91,2024-03-01,243.6
91,2024-03-31,80.29
91,2024-04-30,226.27
91,2024-05-30,238.14
91,2024-06-29,86.84
91,2024-07-29,143.25
91,2024-08-28,113.86
91,2024-09-27,84.33
91,2024-10-27,138.66
91,2024-11-26,116.25
92,2024-01-01,99.5
92,2024-01-31,171.99
92,2024-03-01,154.41
92,2024-03-31,106.68
92,2024-04-30,221.14
92,2024-05-30,100.69
92,2024-06-29,184.92
92,2024-07-29,240.03
92,2024-08-28,226.22
92,2024-09-27,186.9
92,2024-10-27,204.25
92,2024-11-26,228.72
93,2024-01-01,144.1
93,2024-01-31,124.85
93,2024-03-01,154.4
93,2024-03-31,211.73
93,2024-04-30,126.49
93,2024-05-30,164.23
93,2024-06-29,243.74
93,2024-07-29,224.5
93,2024-08-28,90.76
93,2024-09-27,99.7
93,2024-10-27,96.96
93,2024-11-26,183.04
94,2024-01-01,233.28
94,2024-01-31,139.96
94,2024-03-01,177.62
94,2024-03-31,167.64
94,2024-04-30,207.97
94,2024-05-30,165.68
94,2024-06-29,223.97
94,2024-07-29,214.75
94,2024-08-28,248.91
94,2024-09-27,91.86
94,2024-10-27,211.11
94,2024-11-26,216.9
95,2024-01-01,227.37
95,2024-01-31,148.94
95,2024-03-01,166.94
95,2024-03-31,207.0
95,2024-04-30,132.99
95,2024-05-30,182.51
95,2024-06-29,188.5
95,2024-07-29,184.57
95,2024-08-28,185.75
95,2024-09-27,118.52
95,2024-10-27,96.54
95,2024-11-26,150.55
96,2024-01-01,110.09
96,2024-01-31,144.38
96,2024-03-01,199.02
96,2024-03-31,205.41
96,2024-04-30,205.89
96,2024-05-30,109.5
96,2024-06-29,217.17
96,2024-07-29,194.75
96,2024-08-28,99.49
96,2024-09-27,228.12
96,2024-10-27,160.63
96,2024-11-26,246.45
97,2024-01-01,105.03
97,2024-01-31,156.75
97,2024-03-01,215.33
97,2024-03-31,244.04
97,2024-04-30,175.14
97,2024-05-30,119.36
97,2024-06-29,143.88
97,2024-07-29,213.47
97,2024-08-28,247.84
97,2024-09-27,80.22
97,2024-10-27,171.14
97,2024-11-26,137.32
98,2024-01-01,221.98
98,2024-01-31,114.94
98,2024-03-01,235.28
98,2024-03-31,81.55
98,2024-04-30,149.75
98,2024-05-30,222.7
98,2024-06-29,151.93
98,2024-07-29,204.73
98,2024-08-28,136.6
98,2024-09-27,104.3
98,2024-10-27,193.56
98,2024-11-26,135.24
99,2024-01-01,206.89
99,2024-01-31,120.75
99,2024-03-01,165.93
99,2024-03-31,200.27
99,2024-04-30,199.18
99,2024-05-30,248.21
99,2024-06-29,220.26
99,2024-07-29,95.85
99,2024-08-28,145.77
99,2024-09-27,216.22
99,2024-10-27,165.59
99,2024-11-26,158.26
100,2024-01-01,160.14
100,2024-01-31,107.94
100,2024-03-01,106.2
100,2024-03-31,85.22
100,2024-04-30,124.23
100,2024-05-30,150.92
100,2024-06-29,245.0
100,2024-07-29,137.53
100,2024-08-28,176.71
100,2024-09-27,109.54
100,2024-10-27,166.55
100,2024-11-26,238.69
101,2024-01-01,133.83
101,2024-01-31,212.97
101,2024-03-01,185.94
101,2024-03-31,166.44
101,2024-04-30,119.12
101,2024-05-30,187.27
101,2024-06-29,146.44
101,2024-07-29,118.21
101,2024-08-28,127.52
101,2024-09-27,203.63
101,2024-10-27,221.6
101,2024-11-26,151.79
102,2024-01-01,121.55
102,2024-01-31,197.0
102,2024-03-01,125.41
102,2024-03-31,232.69
102,2024-04-30,175.26
102,2024-05-30,234.88
102,2024-06-29,176.05
102,2024-07-29,165.74
102,2024-08-28,142.76
102,2024-09-27,216.43
102,2024-10-27,103.97
102,2024-11-26,198.74
103,2024-01-01,246.88
103,2024-01-31,192.88
103,2024-03-01,88.59
103,2024-03-31,243.65
103,2024-04-30,151.44
103,2024-05-30,141.28
103,2024-06-29,169.54
103,2024-07-29,237.76
103,2024-08-28,81.07
103,2024-09-27,238.29
103,2024-10-27,136.36
103,2024-11-26,85.52
104,2024-01-01,176.27
104,2024-01-31,123.49
104,2024-03-01,151.77
104,2024-03-31,97.73
104,2024-04-30,193.18
104,2024-05-30,89.17
104,2024-06-29,229.14
104,2024-07-29,99.35
104,2024-08-28,244.73
104,2024-09-27,164.11
104,2024-10-27,213.6
104,2024-11-26,176.34
105,2024-01-01,202.25
105,2024-01-31,96.56
105,2024-03-01,80.43
105,2024-03-31,156.59
105,2024-04-30,247.85
105,2024-05-30,180.44
105,2024-06-29,135.69
105,2024-07-29,182.69
105,2024-08-28,151.02
105,2024-09-27,178.54
105,2024-10-27,197.03
105,2024-11-26,220.62
106,2024-01-01,188.91
106,2024-01-31,145.46
106,2024-03-01,195.44
106,2024-03-31,182.47
106,2024-04-30,93.12
106,2024-05-30,146.31
106,2024-06-29,151.79
106,2024-07-29,107.7
106,2024-08-28,177.98
106,2024-09-27,135.09
106,2024-10-27,176.48
106,2024-11-26,115.58
107,2024-01-01,87.85
107,2024-01-31,136.41
107,2024-03-01,175.37
107,2024-03-31,198.11
107,2024-04-30,221.75
107,2024-05-30,171.03
107,2024-06-29,109.76
107,2024-07-29,181.69
107,2024-08-28,180.51
107,2024-09-27,85.52
107,2024-10-27,132.98
107,2024-11-26,205.76
108,2024-01-01,130.7
108,2024-01-31,91.73
108,2024-03-01,221.1
108,2024-03-31,159.42
108,2024-04-30,115.54
108,2024-05-30,171.15
108,2024-06-29,116.35
108,2024-07-29,108.67
108,2024-08-28,101.33
108,2024-09-27,196.62
108,2024-10-27,107.15
108,2024-11-26,130.65
109,2024-01-01,94.47
109,2024-01-31,128.35
109,2024-03-01,217.93
109,2024-03-31,121.91
109,2024-04-30,204.96
109,2024-05-30,189.61
109,2024-06-29,158.96
109,2024-07-29,174.31
109,2024-08-28,224.23
109,2024-09-27,142.35
109,2024-10-27,220.02
109,2024-11-26,91.21
110,2024-01-01,172.4
110,2024-01-31,228.34
110,2024-03-01,147.26
110,2024-03-31,209.04
110,2024-04-30,116.54
110,2024-05-30,246.16
110,2024-06-29,88.73
110,2024-07-29,157.1
110,2024-08-28,216.57
110,2024-09-27,146.07
110,2024-10-27,137.39
110,2024-11-26,244.83
111,2024-01-01,243.07
111,2024-01-31,223.41
111,2024-03-01,161.82
111,2024-03-31,97.54
111,2024-04-30,211.5
111,2024-05-30,139.93
111,2024-06-29,95.19
111,2024-07-29,107.26
111,2024-08-28,214.26
111,2024-09-27,194.24
111,2024-10-27,203.52
111,2024-11-26,111.2
112,2024-01-01,120.0
112,2024-01-31,199.07
112,2024-03-01,80.29
112,2024-03-31,209.46
112,2024-04-30,147.83
112,2024-05-30,205.52
112,2024-06-29,191.93
112,2024-07-29,107.78
112,2024-08-28,187.44
112,2024-09-27,113.96
112,2024-10-27,176.64
112,2024-11-26,228.05
113,2024-01-01,246.72
113,2024-01-31,150.2
113,2024-03-01,220.12
113,2024-03-31,236.68
113,2024-04-30,207.18
113,2024-05-30,183.29
113,2024-06-29,200.74
113,2024-07-29,148.77
113,2024-08-28,137.18
113,2024-09-27,88.63
113,2024-10-27,223.77
113,2024-11-26,144.99
114,2024-01-01,139.17
114,2024-01-31,160.63
114,2024-03-01,90.36
114,2024-03-31,134.84
114,2024-04-30,174.27
114,2024-05-30,167.66
114,2024-06-29,160.52
114,2024-07-29,183.2
114,2024-08-28,189.51
114,2024-09-27,184.9
114,2024-10-27,87.06
114,2024-11-26,140.7
115,2024-01-01,169.93
115,2024-01-31,89.23
115,2024-03-01,99.48
115,2024-03-31,114.6
115,2024-04-30,169.94
115,2024-05-30,208.85
115,2024-06-29,187.79
115,2024-07-29,184.17
115,2024-08-28,82.02
115,2024-09-27,194.71
115,2024-10-27,168.97
115,2024-11-26,199.68
116,2024-01-01,97.26
116,2024-01-31,194.51
116,2024-03-01,187.78
116,2024-03-31,165.32
116,2024-04-30,144.58
116,2024-05-30,214.35
116,2024-06-29,86.45
116,2024-07-29,86.98
116,2024-08-28,115.57
116,2024-09-27,225.92
116,2024-10-27,219.68
116,2024-11-26,137.38
117,2024-01-01,238.94
117,2024-01-31,112.92
117,2024-03-01,131.38
117,2024-03-31,121.14
117,2024-04-30,244.05
117,2024-05-30,100.19
117,2024-06-29,236.64
117,2024-07-29,215.35
117,2024-08-28,225.9
117,2024-09-27,107.65
117,2024-10-27,102.08
117,2024-11-26,97.47
118,2024-01-01,129.43
118,2024-01-31,203.35
118,2024-03-01,192.18
118,2024-03-31,146.62
118,2024-04-30,120.53
118,2024-05-30,95.09
118,2024-06-29,178.88
118,2024-07-29,232.36
118,2024-08-28,97.88
118,2024-09-27,241.96
118,2024-10-27,205.88
118,2024-11-26,118.13
119,2024-01-01,126.13
119,2024-01-31,167.74
119,2024-03-01,111.51
119,2024-03-31,215.64
119,2024-04-30,101.84
119,2024-05-30,249.77
119,2024-06-29,116.19
119,2024-07-29,190.11
119,2024-08-28,244.22
119,2024-09-27,209.19
119,2024-10-27,113.66
119,2024-11-26,136.49
120,2024-01-01,217.87
120,2024-01-31,239.51
120,2024-03-01,247.38
120,2024-03-31,100.03
120,2024-04-30,85.32
120,2024-05-30,237.44
120,2024-06-29,85.22
120,2024-07-29,171.09
120,2024-08-28,95.91
120,2024-09-27,143.64
120,2024-10-27,121.03
120,2024-11-26,156.5
121,2024-01-01,214.03
121,2024-01-31,230.96
121,2024-03-01,125.01
121,2024-03-31,94.83
121,2024-04-30,160.78
121,2024-05-30,155.67
121,2024-06-29,171.17
121,2024-07-29,172.6
121,2024-08-28,80.45
121,2024-09-27,244.32
121,2024-10-27,142.42
121,2024-11-26,172.43
122,2024-01-01,102.12
122,2024-01-31,202.94
122,2024-03-01,115.79
122,2024-03-31,110.49
122,2024-04-30,230.2
122,2024-05-30,212.4
122,2024-06-29,110.22
122,2024-07-29,94.76
122,2024-08-28,159.66
122,2024-09-27,191.14
122,2024-10-27,183.97
122,2024-11-26,219.1
123,2024-01-01,157.62
123,2024-01-31,98.02
123,2024-03-01,154.7
123,2024-03-31,241.76
123,2024-04-30,91.99
123,2024-05-30,214.64
123,2024-06-29,184.43
123,2024-07-29,220.65
123,2024-08-28,213.79
123,2024-09-27,120.23
123,2024-10-27,170.34
123,2024-11-26,240.31
124,2024-01-01,230.78
124,2024-01-31,165.51
124,2024-03-01,231.74
124,2024-03-31,106.09
124,2024-04-30,211.0
124,2024-05-30,88.55
124,2024-06-29,204.23
124,2024-07-29,144.29
124,2024-08-28,235.82
124,2024-09-27,95.67
124,2024-10-27,233.88
124,2024-11-26,160.52
125,2024-01-01,208.05
125,2024-01-31,97.32
125,2024-03-01,146.45
125,2024-03-31,150.23
125,2024-04-30,115.27
125,2024-05-30,119.81
125,2024-06-29,103.71
125,2024-07-29,155.75
125,2024-08-28,234.33
125,2024-09-27,182.71
125,2024-10-27,129.78
125,2024-11-26,161.61
126,2024-01-01,182.89
126,2024-01-31,244.13
126,2024-03-01,212.87
126,2024-03-31,172.87
126,2024-04-30,89.4
126,2024-05-30,141.82
126,2024-06-29,203.0
126,2024-07-29,182.11
126,2024-08-28,240.86
126,2024-09-27,247.71
126,2024-10-27,218.93
126,2024-11-26,97.1
127,2024-01-01,110.64
127,2024-01-31,130.79
127,2024-03-01,154.45
127,2024-03-31,122.85
127,2024-04-30,184.15
127,2024-05-30,84.3
127,2024-06-29,232.92
127,2024-07-29,180.13
127,2024-08-28,205.83
127,2024-09-27,187.49
127,2024-10-27,206.63
127,2024-11-26,191.11
128,2024-01-01,190.45
128,2024-01-31,179.22
128,2024-03-01,159.12
128,2024-03-31,213.51
128,2024-04-30,168.21
128,2024-05-30,169.4
128,2024-06-29,214.23
128,2024-07-29,96.41
128,2024-08-28,176.64
128,2024-09-27,125.02
128,2024-10-27,150.64
128,2024-11-26,236.98
129,2024-01-01,111.53
129,2024-01-31,245.16
129,2024-03-01,237.12
129,2024-03-31,216.5
129,2024-04-30,128.31
129,2024-05-30,157.55
129,2024-06-29,205.74
129,2024-07-29,84.04
129,2024-08-28,190.14
129,2024-09-27,151.03
129,2024-10-27,92.95
129,2024-11-26,131.48
130,2024-01-01,156.18
130,2024-01-31,178.53
130,2024-03-01,212.06
130,2024-03-31,160.86
130,2024-04-30,143.34
130,2024-05-30,120.32
130,2024-06-29,160.22
130,2024-07-29,239.24
130,2024-08-28,122.15
130,2024-09-27,165.75
130,2024-10-27,171.23
130,2024-11-26,103.81
131,2024-01-01,126.59
131,2024-01-31,145.13
131,2024-03-01,248.01
131,2024-03-31,83.74
131,2024-04-30,231.97
131,2024-05-30,242.53
131,2024-06-29,220.08
131,2024-07-29,181.73
131,2024-08-28,239.22
131,2024-09-27,240.45
131,2024-10-27,141.17
131,2024-11-26,212.34
132,2024-01-01,239.62
132,2024-01-31,107.0
132,2024-03-01,116.59
132,2024-03-31,119.83
132,2024-04-30,162.9
132,2024-05-30,249.45
132,2024-06-29,214.88
132,2024-07-29,204.36
132,2024-08-28,221.17
132,2024-09-27,121.58
132,2024-10-27,228.97
132,2024-11-26,80.59
133,2024-01-01,219.76
133,2024-01-31,108.77
133,2024-03-01,135.12
133,2024-03-31,86.41
133,2024-04-30,239.15
133,2024-05-30,106.64
133,2024-06-29,247.57
133,2024-07-29,171.12
133,2024-08-28,174.98
133,2024-09-27,208.95
133,2024-10-27,196.33
133,2024-11-26,169.08
134,2024-01-01,215.81
134,2024-01-31,237.91
134,2024-03-01,152.42
134,2024-03-31,158.61
134,2024-04-30,107.93
134,2024-05-30,84.42
134,2024-06-29,215.19
134,2024-07-29,242.8
134,2024-08-28,138.72
134,2024-09-27,120.47
134,2024-10-27,102.39
134,2024-11-26,98.26
135,2024-01-01,95.59
135,2024-01-31,189.99
135,2024-03-01,98.5
135,2024-03-31,232.53
135,2024-04-30,203.8
135,2024-05-30,142.88
135,2024-06-29,119.74
135,2024-07-29,184.89
135,2024-08-28,107.8
135,2024-09-27,216.79
135,2024-10-27,108.44
135,2024-11-26,126.71
136,2024-01-01,214.47
136,2024-01-31,187.92
136,2024-03-01,143.83
136,2024-03-31,174.3
136,2024-04-30,122.14
136,2024-05-30,106.49
136,2024-06-29,178.18
136,2024-07-29,160.13
136,2024-08-28,247.32
136,2024-09-27,85.98
136,2024-10-27,188.32
136,2024-11-26,228.64
137,2024-01-01,215.37
137,2024-01-31,117.83
137,2024-03-01,231.98
137,2024-03-31,101.9
137,2024-04-30,221.42
137,2024-05-30,184.98
137,2024-06-29,83.54
137,2024-07-29,101.04
137,2024-08-28,186.83
137,2024-09-27,85.93
137,2024-10-27,105.69
137,2024-11-26,236.08
138,2024-01-01,193.59
138,2024-01-31,219.59
138,2024-03-01,132.42
138,2024-03-31,158.91
138,2024-04-30,115.61
138,2024-05-30,204.75
138,2024-06-29,221.39
138,2024-07-29,111.14
138,2024-08-28,179.07
138,2024-09-27,152.83
138,2024-10-27,226.62
138,2024-11-26,177.25
139,2024-01-01,146.2
139,2024-01-31,101.7
139,2024-03-01,122.7
139,2024-03-31,248.31
139,2024-04-30,248.95
139,2024-05-30,196.38
139,2024-06-29,212.5
139,2024-07-29,218.42
139,2024-08-28,112.99
139,2024-09-27,118.07
139,2024-10-27,227.14
139,2024-11-26,130.26
140,2024-01-01,92.85
140,2024-01-31,101.32
140,2024-03-01,189.31
140,2024-03-31,183.88
140,2024-04-30,166.36
140,2024-05-30,87.75
140,2024-06-29,102.44
140,2024-07-29,193.69
140,2024-08-28,221.92
140,2024-09-27,83.58
140,2024-10-27,126.26
140,2024-11-26,133.14
141,2024-01-01,226.38
141,2024-01-31,114.89
141,2024-03-01,173.64
141,2024-03-31,193.34
141,2024-04-30,233.18
141,2024-05-30,240.48
141,2024-06-29,222.02
141,2024-07-29,204.96
141,2024-08-28,103.93
141,2024-09-27,87.83
141,2024-10-27,226.43
141,2024-11-26,234.44
142,2024-01-01,161.78
142,2024-01-31,174.57
142,2024-03-01,119.12
142,2024-03-31,80.67
142,2024-04-30,81.46
142,2024-05-30,131.78
142,2024-06-29,92.64
142,2024-07-29,132.79
142,2024-08-28,211.47
142,2024-09-27,178.43
142,2024-10-27,128.17
142,2024-11-26,131.99
143,2024-01-01,164.41
143,2024-01-31,154.15
143,2024-03-01,152.44
143,2024-03-31,147.16
143,2024-04-30,129.58
143,2024-05-30,173.01
143,2024-06-29,85.81
143,2024-07-29,158.45
143,2024-08-28,191.82
143,2024-09-27,166.15
143,2024-10-27,216.14
143,2024-11-26,82.04
144,2024-01-01,186.26
144,2024-01-31,249.97
144,2024-03-01,113.37
144,2024-03-31,80.64
144,2024-04-30,221.21
144,2024-05-30,219.04
144,2024-06-29,230.16
144,2024-07-29,144.64
144,2024-08-28,139.32
144,2024-09-27,80.04
144,2024-10-27,152.13
144,2024-11-26,147.56
145,2024-01-01,112.16
145,2024-01-31,160.55
145,2024-03-01,224.18
145,2024-03-31,187.05
145,2024-04-30,134.2
145,2024-05-30,89.99
145,2024-06-29,193.15
145,2024-07-29,147.64
145,2024-08-28,106.23
145,2024-09-27,135.08
145,2024-10-27,124.84
145,2024-11-26,135.47
146,2024-01-01,175.72
146,2024-01-31,100.6
146,2024-03-01,112.49
146,2024-03-31,91.33
146,2024-04-30,242.5
146,2024-05-30,99.49
146,2024-06-29,132.28
146,2024-07-29,84.62
146,2024-08-28,221.27
146,2024-09-27,182.16
146,2024-10-27,144.89
146,2024-11-26,115.5
147,2024-01-01,214.66
147,2024-01-31,240.38
147,2024-03-01,138.99
147,2024-03-31,191.46
147,2024-04-30,132.33
147,2024-05-30,204.15
147,2024-06-29,236.7
147,2024-07-29,204.4
147,2024-08-28,198.03
147,2024-09-27,172.66
147,2024-10-27,135.23
147,2024-11-26,84.32
148,2024-01-01,175.31
148,2024-01-31,231.88
148,2024-03-01,101.22
148,2024-03-31,209.04
148,2024-04-30,205.87
148,2024-05-30,121.82
148,2024-06-29,168.52
148,2024-07-29,101.89
148,2024-08-28,92.16
148,2024-09-27,139.18
148,2024-10-27,156.63
148,2024-11-26,249.83
149,2024-01-01,108.18
149,2024-01-31,117.01
149,2024-03-01,93.87
149,2024-03-31,236.22
149,2024-04-30,243.49
149,2024-05-30,246.32
149,2024-06-29,141.96
149,2024-07-29,122.9
149,2024-08-28,176.89
149,2024-09-27,91.04
149,2024-10-27,153.24
149,2024-11-26,129.28
150,2024-01-01,207.31
150,2024-01-31,204.02
150,2024-03-01,224.99
150,2024-03-31,101.84
150,2024-04-30,161.45
150,2024-05-30,237.37
150,2024-06-29,221.96
150,2024-07-29,218.53
150,2024-08-28,232.08
150,2024-09-27,83.36
150,2024-10-27,138.98
150,2024-11-26,128.54
151,2024-01-01,166.5
151,2024-01-31,92.37
151,2024-03-01,179.15
151,2024-03-31,228.8
151,2024-04-30,242.3
151,2024-05-30,150.97
151,2024-06-29,213.91
151,2024-07-29,225.81
151,2024-08-28,84.18
151,2024-09-27,231.8
151,2024-10-27,205.1
151,2024-11-26,189.6
152,2024-01-01,162.85
152,2024-01-31,154.23
152,2024-03-01,115.74
152,2024-03-31,85.49
152,2024-04-30,202.0
152,2024-05-30,157.99
152,2024-06-29,115.04
152,2024-07-29,172.4
152,2024-08-28,227.51
152,2024-09-27,169.71
152,2024-10-27,85.66
152,2024-11-26,167.47
153,2024-01-01,150.09
153,2024-01-31,99.12
153,2024-03-01,242.49
153,2024-03-31,188.89
153,2024-04-30,146.21
153,2024-05-30,118.78
153,2024-06-29,233.4
153,2024-07-29,213.65
153,2024-08-28,140.61
153,2024-09-27,133.71
153,2024-10-27,219.18
153,2024-11-26,114.47
154,2024-01-01,207.17
154,2024-01-31,202.32
154,2024-03-01,206.74
154,2024-03-31,202.7
154,2024-04-30,224.37
154,2024-05-30,227.89
154,2024-06-29,162.48
154,2024-07-29,102.86
154,2024-08-28,247.23
154,2024-09-27,185.61
154,2024-10-27,108.2
154,2024-11-26,130.82
155,2024-01-01,154.42
155,2024-01-31,87.56
155,2024-03-01,101.47
155,2024-03-31,143.44
155,2024-04-30,135.48
155,2024-05-30,99.94
155,2024-06-29,129.69
155,2024-07-29,89.94
155,2024-08-28,198.5
155,2024-09-27,140.47
155,2024-10-27,229.19
155,2024-11-26,97.17
156,2024-01-01,205.73
156,2024-01-31,119.22
156,2024-03-01,174.5
156,2024-03-31,243.4
156,2024-04-30,224.67
156,2024-05-30,173.1
156,2024-06-29,167.96
156,2024-07-29,149.22
156,2024-08-28,235.77
156,2024-09-27,248.77
156,2024-10-27,109.91
156,2024-11-26,190.0
157,2024-01-01,131.48
157,2024-01-31,149.01
157,2024-03-01,171.97
157,2024-03-31,91.24
157,2024-04-30,170.97
157,2024-05-30,146.43
157,2024-06-29,155.2
157,2024-07-29,244.62
157,2024-08-28,117.19
157,2024-09-27,124.42
157,2024-10-27,249.12
157,2024-11-26,236.43
158,2024-01-01,229.23
158,2024-01-31,96.21
158,2024-03-01,140.07
158,2024-03-31,131.55
158,2024-04-30,123.52
158,2024-05-30,130.42
158,2024-06-29,136.95
158,2024-07-29,147.74
158,2024-08-28,109.03
158,2024-09-27,216.69
158,2024-10-27,92.96
158,2024-11-26,158.24
159,2024-01-01,119.46
159,2024-01-31,172.15
159,2024-03-01,121.58
159,2024-03-31,144.7
159,2024-04-30,91.03
159,2024-05-30,233.2
159,2024-06-29,246.16
159,2024-07-29,153.16
159,2024-08-28,209.6
159,2024-09-27,163.58
159,2024-10-27,128.65
159,2024-11-26,144.8
160,2024-01-01,128.27
160,2024-01-31,81.12
160,2024-03-01,86.54
160,2024-03-31,88.98
160,2024-04-30,113.32
160,2024-05-30,174.35
160,2024-06-29,91.56
160,2024-07-29,244.02
160,2024-08-28,104.1
160,2024-09-27,118.36
160,2024-10-27,236.79
160,2024-11-26,244.43
161,2024-01-01,162.04
161,2024-01-31,119.04
161,2024-03-01,199.0
161,2024-03-31,176.08
161,2024-04-30,155.52
161,2024-05-30,195.41
161,2024-06-29,151.69
161,2024-07-29,110.73
161,2024-08-28,102.89
161,2024-09-27,205.29
161,2024-10-27,162.44
161,2024-11-26,169.49
162,2024-01-01,244.57
162,2024-01-31,110.72
162,2024-03-01,95.72
162,2024-03-31,100.17
162,2024-04-30,182.27
162,2024-05-30,194.36
162,2024-06-29,123.98
162,2024-07-29,124.81
162,2024-08-28,123.75
162,2024-09-27,129.91
162,2024-10-27,246.48
162,2024-11-26,235.66
163,2024-01-01,157.54
163,2024-01-31,230.78
163,2024-03-01,226.01
163,2024-03-31,144.37
163,2024-04-30,224.02
163,2024-05-30,217.67
163,2024-06-29,193.52
163,2024-07-29,230.09
163,2024-08-28,112.58
163,2024-09-27,234.36
163,2024-10-27,232.36
163,2024-11-26,153.09
164,2024-01-01,169.02
164,2024-01-31,150.52
164,2024-03-01,96.61
164,2024-03-31,245.58
164,2024-04-30,201.22
164,2024-05-30,238.69
164,2024-06-29,89.09
164,2024-07-29,93.57
164,2024-08-28,137.28
164,2024-09-27,199.39
164,2024-10-27,115.22
164,2024-11-26,130.65
165,2024-01-01,183.57
165,2024-01-31,241.46
165,2024-03-01,88.97
165,2024-03-31,214.35
165,2024-04-30,213.88
165,2024-05-30,186.12
165,2024-06-29,185.82
165,2024-07-29,91.36
165,2024-08-28,160.91
165,2024-09-27,90.15
165,2024-10-27,195.52
165,2024-11-26,240.44
166,2024-01-01,216.72
166,2024-01-31,105.16
166,2024-03-01,116.35
166,2024-03-31,162.85
166,2024-04-30,208.92
166,2024-05-30,228.09
166,2024-06-29,115.71
166,2024-07-29,160.98
166,2024-08-28,153.31
166,2024-09-27,172.96
166,2024-10-27,165.57
166,2024-11-26,168.86
167,2024-01-01,173.24
167,2024-01-31,173.2
167,2024-03-01,217.13
167,2024-03-31,120.3
167,2024-04-30,217.34
167,2024-05-30,129.4
167,2024-06-29,128.75
167,2024-07-29,95.12
167,2024-08-28,190.05
167,2024-09-27,208.84
167,2024-10-27,162.12
167,2024-11-26,163.35
168,2024-01-01,239.97
168,2024-01-31,216.22
168,2024-03-01,180.85
168,2024-03-31,183.66
168,2024-04-30,131.1
168,2024-05-30,127.91
168,2024-06-29,192.58
168,2024-07-29,135.86
168,2024-08-28,162.63
168,2024-09-27,80.08
168,2024-10-27,128.79
168,2024-11-26,126.71
169,2024-01-01,97.43
169,2024-01-31,224.06
169,2024-03-01,196.63
169,2024-03-31,231.85
169,2024-04-30,125.17
169,2024-05-30,174.97
169,2024-06-29,145.91
169,2024-07-29,97.32
169,2024-08-28,134.13
169,2024-09-27,202.77
169,2024-10-27,197.48
169,2024-11-26,121.8
170,2024-01-01,142.89
170,2024-01-31,173.6
170,2024-03-01,226.17
170,2024-03-31,110.75
170,2024-04-30,91.39
170,2024-05-30,191.37
170,2024-06-29,177.7
170,2024-07-29,98.51
170,2024-08-28,211.24
170,2024-09-27,206.9
170,2024-10-27,127.2
170,2024-11-26,240.03
171,2024-01-01,81.4
171,2024-01-31,101.28
171,2024-03-01,177.04
171,2024-03-31,170.17
171,2024-04-30,110.42
171,2024-05-30,118.29
171,2024-06-29,120.39
171,2024-07-29,235.39
171,2024-08-28,82.87
171,2024-09-27,225.1
171,2024-10-27,96.54
171,2024-11-26,225.37
172,2024-01-01,125.85
172,2024-01-31,161.58
172,2024-03-01,111.31
172,2024-03-31,197.94
172,2024-04-30,206.15
172,2024-05-30,154.45
172,2024-06-29,149.81
172,2024-07-29,132.56
172,2024-08-28,142.34
172,2024-09-27,110.04
172,2024-10-27,146.81
172,2024-11-26,240.34
173,2024-01-01,243.74
173,2024-01-31,240.3
173,2024-03-01,158.0
173,2024-03-31,165.69
173,2024-04-30,209.32
173,2024-05-30,223.22
173,2024-06-29,217.36
173,2024-07-29,223.12
173,2024-08-28,86.04
173,2024-09-27,155.24
173,2024-10-27,158.85
173,2024-11-26,182.74
174,2024-01-01,88.93
174,2024-01-31,115.13
174,2024-03-01,220.81
174,2024-03-31,242.44
174,2024-04-30,196.81
174,2024-05-30,160.36
174,2024-06-29,93.79
174,2024-07-29,178.05
174,2024-08-28,177.62
174,2024-09-27,126.91
174,2024-10-27,110.18
174,2024-11-26,87.23
175,2024-01-01,91.06
175,2024-01-31,226.66
175,2024-03-01,241.78
175,2024-03-31,81.34
175,2024-04-30,91.41
175,2024-05-30,160.12
175,2024-06-29,201.13
175,2024-07-29,104.24
175,2024-08-28,180.3
175,2024-09-27,184.68
175,2024-10-27,223.79
175,2024-11-26,165.1
176,2024-01-01,244.85
176,2024-01-31,233.22
176,2024-03-01,162.95
176,2024-03-31,183.17
176,2024-04-30,82.28
176,2024-05-30,244.48
176,2024-06-29,202.09
176,2024-07-29,117.4
176,2024-08-28,243.31
176,2024-09-27,191.79
176,2024-10-27,223.25
176,2024-11-26,83.47
177,2024-01-01,160.13
177,2024-01-31,226.21
177,2024-03-01,134.4
177,2024-03-31,152.31
177,2024-04-30,104.52
177,2024-05-30,215.89
177,2024-06-29,123.81
177,2024-07-29,234.81
177,2024-08-28,104.78
177,2024-09-27,176.71
177,2024-10-27,213.3
177,2024-11-26,122.98
178,2024-01-01,239.73
178,2024-01-31,92.65
178,2024-03-01,186.07
178,2024-03-31,227.18
178,2024-04-30,161.85
178,2024-05-30,227.7
178,2024-06-29,196.42
178,2024-07-29,113.93
178,2024-08-28,92.11
178,2024-09-27,125.95
178,2024-10-27,81.71
178,2024-11-26,138.25
179,2024-01-01,226.96
179,2024-01-31,144.31
179,2024-03-01,225.53
179,2024-03-31,167.74
179,2024-04-30,90.65
179,2024-05-30,238.38
179,2024-06-29,125.15
179,2024-07-29,184.79
179,2024-08-28,168.91
179,2024-09-27,225.61
179,2024-10-27,195.44
179,2024-11-26,205.5
180,2024-01-01,141.43
