user_id,date,electricity_kwh,amount
64,2025-03-06,94.36,471.8
64,2025-04-21,104.28,521.4
64,2025-05-25,104.27,521.35
64,2025-06-05,261.63,1308.15
64,2025-07-14,115.65,578.25
64,2025-08-10,293.31,1466.55
64,2025-09-25,85.84,429.20000000000005
64,2025-10-06,227.23,1136.1499999999999
64,2025-11-06,277.76,1388.8
64,2025-12-20,211.28,1056.4
65,2025-01-14,181.53,907.65
65,2025-02-23,76.82,384.09999999999997
65,2025-03-03,203.28,1016.4
65,2025-04-16,185.73,928.65
65,2025-05-19,129.04,645.1999999999999
65,2025-06-16,220.22,1101.1
65,2025-07-14,103.51,517.5500000000001
65,2025-08-15,168.48,842.4
65,2025-09-19,185.72,928.6
65,2025-10-01,100.48,502.40000000000003
65,2025-11-25,131.81,659.05
65,2025-12-13,283.87,1419.35
66,2025-01-25,235.92,1179.6
66,2025-02-18,90.58,452.9
66,2025-03-20,134.39,671.9499999999999
66,2025-04-23,265.42,1327.1000000000001
66,2025-05-22,273.95,1369.75
66,2025-06-13,274.68,1373.4
66,2025-07-27,138.11,690.5500000000001
66,2025-08-12,241.55,1207.75
66,2025-09-22,211.51,1057.55
66,2025-10-21,277.96,1389.8
66,2025-11-07,179.61,898.0500000000001
66,2025-12-01,97.7,488.5
67,2025-01-26,119.1,595.5
67,2025-02-08,185.63,928.15
67,2025-03-25,251.23,1256.1499999999999
67,2025-04-17,99.64,498.2
67,2025-05-03,104.0,520.0
67,2025-06-27,239.05,1195.25
67,2025-07-24,266.18,1330.9
67,2025-08-28,95.93,479.65000000000003
67,2025-09-12,154.94,774.7
67,2025-10-26,249.12,1245.6
67,2025-11-02,124.97,624.85
67,2025-12-25,190.0,950.0
68,2025-01-16,255.43,1277.15
68,2025-02-22,277.93,1389.65
68,2025-03-08,156.12,780.6
68,2025-04-10,143.62,718.1
68,2025-05-13,106.85,534.25
68,2025-06-05,247.25,1236.25
68,2025-07-08,277.99,1389.95
68,2025-08-05,139.53,697.65
68,2025-09-08,136.11,680.5500000000001
68,2025-10-15,81.32,406.59999999999997
68,2025-11-02,213.52,1067.6000000000001
68,2025-12-09,81.53,407.65
69,2025-01-02,114.99,574.9499999999999
69,2025-02-28,203.83,1019.1500000000001
69,2025-03-10,262.74,1313.7
69,2025-04-25,139.08,695.4000000000001
69,2025-05-25,275.28,1376.3999999999999
69,2025-06-01,262.74,1313.7
69,2025-07-17,226.28,1131.4
69,2025-08-23,200.25,1001.25
69,2025-09-26,133.34,666.7
69,2025-10-13,199.58,997.9000000000001
69,2025-11-27,124.41,622.05
69,2025-12-13,106.22,531.1
70,2025-01-18,207.49,1037.45
70,2025-02-01,103.02,515.1
70,2025-03-20,91.47,457.35
70,2025-04-02,99.44,497.2
70,2025-05-01,178.52,892.6
70,2025-06-04,209.39,1046.9499999999998
70,2025-07-02,124.71,623.55
70,2025-08-23,246.85,1234.25
70,2025-09-08,239.5,1197.5
70,2025-10-11,171.44,857.2
70,2025-11-15,251.26,1256.3
70,2025-12-12,85.56,427.8
71,2025-01-21,264.47,1322.3500000000001
71,2025-02-06,262.52,1312.6
71,2025-03-22,152.35,761.75
71,2025-04-14,281.05,1405.25
71,2025-05-21,85.43,427.15000000000003
71,2025-06-20,217.47,1087.35
71,2025-07-28,189.03,945.15
71,2025-08-09,150.4,752.0
71,2025-09-25,129.72,648.6
71,2025-10-20,103.56,517.8
71,2025-11-15,175.58,877.9000000000001
71,2025-12-17,112.13,560.65
72,2025-01-26,180.86,904.3000000000001
72,2025-02-27,108.33,541.65
72,2025-03-05,87.76,438.8
72,2025-04-24,288.69,1443.45
72,2025-05-20,153.3,766.5
72,2025-06-18,228.79,1143.95
72,2025-07-07,183.56,917.8
72,2025-08-25,298.8,1494.0
72,2025-09-18,260.28,1301.3999999999999
72,2025-10-09,132.47,662.35
72,2025-11-07,166.37,831.85
72,2025-12-08,164.49,822.45
73,2025-01-10,227.31,1136.55
73,2025-02-15,249.89,1249.4499999999998
73,2025-03-10,253.85,1269.25
73,2025-04-07,217.46,1087.3
73,2025-05-27,222.42,1112.1
73,2025-06-14,269.42,1347.1000000000001
73,2025-07-13,205.05,1025.25
73,2025-08-02,161.85,809.25
73,2025-09-05,132.0,660.0
73,2025-10-27,240.61,1203.0500000000002
73,2025-11-03,261.08,1305.3999999999999
73,2025-12-11,153.07,765.3499999999999
74,2025-01-23,298.77,1493.85
74,2025-02-25,121.4,607.0
74,2025-03-25,87.79,438.95000000000005
74,2025-04-11,250.7,1253.5
74,2025-05-17,251.44,1257.2
74,2025-06-12,245.43,1227.15
74,2025-07-10,217.89,1089.4499999999998
74,2025-08-21,191.04,955.1999999999999
74,2025-09-01,216.21,1081.05
74,2025-10-14,218.41,1092.05
74,2025-11-04,284.57,1422.85
74,2025-12-15,223.54,1117.7
75,2025-01-09,286.72,1433.6000000000001
75,2025-02-03,102.79,513.95
75,2025-03-13,298.47,1492.3500000000001
75,2025-04-26,218.18,1090.9
75,2025-05-05,225.49,1127.45
75,2025-06-26,255.29,1276.45
75,2025-07-17,98.98,494.90000000000003
75,2025-08-14,290.91,1454.5500000000002
75,2025-09-18,172.85,864.25
75,2025-10-23,233.34,1166.7
75,2025-11-20,263.08,1315.3999999999999
75,2025-12-09,297.13,1485.65
76,2025-01-27,101.62,508.1
76,2025-02-06,133.71,668.5500000000001
76,2025-03-27,267.26,1336.3
76,2025-04-26,218.28,1091.4
76,2025-05-28,209.49,1047.45
76,2025-06-18,234.54,1172.7
76,2025-07-12,226.88,1134.4
76,2025-08-24,219.71,1098.55
76,2025-09-01,194.24,971.2
76,2025-10-24,175.22,876.1
76,2025-11-22,93.33,466.65
76,2025-12-12,85.02,425.09999999999997
77,2025-01-27,82.28,411.4
77,2025-02-23,93.31,466.55
77,2025-03-12,132.28,661.4
77,2025-04-03,150.11,750.5500000000001
77,2025-05-03,193.89,969.4499999999999
77,2025-06-01,129.09,645.45
77,2025-07-02,241.79,1208.95
77,2025-08-20,159.7,798.5
77,2025-09-13,219.25,1096.25
77,2025-10-08,204.14,1020.6999999999999
77,2025-11-18,161.61,808.0500000000001
77,2025-12-13,180.98,904.9
78,2025-01-01,139.33,696.6500000000001
78,2025-02-17,269.53,1347.6499999999999
78,2025-03-08,298.33,1491.6499999999999
78,2025-04-13,257.29,1286.45
78,2025-05-19,131.45,657.25
78,2025-06-13,206.16,1030.8
78,2025-07-08,103.24,516.1999999999999
78,2025-08-27,266.24,1331.2
78,2025-09-07,263.37,1316.85
78,2025-10-16,150.31,751.55
78,2025-11-26,280.21,1401.05
78,2025-12-25,267.57,1337.85
79,2025-01-04,243.18,1215.9
79,2025-02-21,233.28,1166.4
79,2025-03-12,221.02,1105.1000000000001
79,2025-04-25,161.98,809.9
79,2025-05-28,232.53,1162.65
79,2025-06-21,221.75,1108.75
79,2025-07-17,209.27,1046.3500000000001
79,2025-08-07,177.31,886.55
79,2025-09-24,270.39,1351.9499999999998
79,2025-10-04,106.7,533.5
79,2025-11-05,276.28,1381.3999999999999
79,2025-12-12,102.31,511.55
80,2025-01-21,99.77,498.84999999999997
80,2025-02-01,233.04,1165.2
80,2025-03-03,234.36,1171.8000000000002
80,2025-04-21,124.38,621.9
80,2025-05-22,235.12,1175.6
80,2025-06-26,170.43,852.1500000000001
80,2025-07-27,185.6,928.0
80,2025-08-08,199.77,998.85
80,2025-09-09,205.78,1028.9
80,2025-10-16,288.2,1441.0
80,2025-11-20,103.67,518.35
80,2025-12-02,279.01,1395.05
81,2025-01-11,133.43,667.1500000000001
81,2025-02-18,98.06,490.3
81,2025-03-20,162.92,814.5999999999999
81,2025-04-23,207.95,1039.75
81,2025-05-19,176.61,883.0500000000001
81,2025-06-13,107.98,539.9
81,2025-07-02,194.38,971.9
81,2025-08-20,242.45,1212.25
81,2025-09-14,216.38,1081.9
81,2025-10-09,132.15,660.75
81,2025-11-10,98.82,494.09999999999997
81,2025-12-07,139.76,698.8
82,2025-01-11,135.16,675.8
82,2025-02-01,139.33,696.6500000000001
82,2025-03-21,239.09,1195.45
82,2025-04-03,291.18,1455.9
82,2025-05-05,91.85,459.25
82,2025-06-16,298.49,1492.45
82,2025-07-25,96.52,482.59999999999997
82,2025-08-20,134.6,673.0
82,2025-09-28,131.38,656.9
82,2025-10-24,119.77,598.85
82,2025-11-14,183.64,918.1999999999999
82,2025-12-22,286.58,1432.8999999999999
83,2025-01-19,87.14,435.7
83,2025-02-07,198.61,993.0500000000001
83,2025-03-19,225.35,1126.75
83,2025-04-24,87.07,435.34999999999997
83,2025-05-19,279.07,1395.35
83,2025-06-04,80.15,400.75
83,2025-07-22,168.95,844.75
83,2025-08-02,147.78,738.9
83,2025-09-03,219.98,1099.8999999999999
83,2025-10-01,208.43,1042.15
83,2025-11-06,82.93,414.65000000000003
83,2025-12-28,217.95,1089.75
84,2025-01-11,218.44,1092.2
84,2025-02-04,121.81,609.05
84,2025-03-18,290.21,1451.05
84,2025-04-19,252.9,1264.5
84,2025-05-06,142.83,714.1500000000001
84,2025-06-26,293.34,1466.6999999999998
84,2025-07-17,115.28,576.4
84,2025-08-12,86.63,433.15
84,2025-09-24,145.04,725.1999999999999
84,2025-10-23,90.23,451.15000000000003
84,2025-11-14,227.73,1138.6499999999999
84,2025-12-15,161.95,809.75
85,2025-01-27,288.22,1441.1000000000001
85,2025-02-23,193.01,965.05
85,2025-03-09,183.07,915.3499999999999
85,2025-04-19,153.73,768.65
85,2025-05-23,276.05,1380.25
85,2025-06-02,225.45,1127.25
85,2025-07-26,178.9,894.5
85,2025-08-10,167.35,836.75
85,2025-09-25,178.52,892.6
85,2025-10-05,90.26,451.3
85,2025-11-27,87.43,437.15000000000003
85,2025-12-18,270.63,1353.15
86,2025-01-26,185.52,927.6
86,2025-02-02,253.5,1267.5
86,2025-03-18,214.94,1074.7
86,2025-04-07,89.7,448.5
86,2025-05-28,267.98,1339.9
86,2025-06-10,87.37,436.85
86,2025-07-12,169.73,848.65
86,2025-08-12,217.29,1086.45
86,2025-09-07,130.87,654.35
86,2025-10-01,285.4,1427.0
86,2025-11-22,260.74,1303.7
86,2025-12-21,120.98,604.9
87,2025-01-12,200.3,1001.5
87,2025-02-02,114.72,573.6
87,2025-03-24,239.54,1197.7
87,2025-04-13,243.41,1217.05
87,2025-05-18,121.11,605.55
87,2025-06-09,117.41,587.05
87,2025-07-06,164.66,823.3
87,2025-08-04,175.56,877.8
87,2025-09-01,206.96,1034.8
87,2025-10-19,182.32,911.5999999999999
87,2025-11-28,154.49,772.45
87,2025-12-04,240.33,1201.65
88,2025-01-13,96.65,483.25
88,2025-02-25,147.79,738.9499999999999
88,2025-03-24,153.93,769.6500000000001
88,2025-04-18,176.54,882.6999999999999
88,2025-05-22,95.7,478.5
88,2025-06-27,279.27,1396.35
88,2025-07-22,133.68,668.4000000000001
88,2025-08-19,137.28,686.4
88,2025-09-13,207.58,1037.9
88,2025-10-22,213.89,1069.4499999999998
88,2025-11-01,92.27,461.34999999999997
88,2025-12-09,201.91,1009.55
89,2025-01-18,137.28,686.4
89,2025-02-15,280.39,1401.9499999999998
89,2025-03-23,128.89,644.4499999999999
89,2025-04-08,135.56,677.8
89,2025-05-22,135.62,678.1
89,2025-06-02,122.22,611.1
89,2025-07-01,266.77,1333.85
89,2025-08-26,113.32,566.5999999999999
89,2025-09-26,109.51,547.5500000000001
89,2025-10-09,268.09,1340.4499999999998
89,2025-11-07,192.74,963.7
89,2025-12-04,159.43,797.1500000000001
90,2025-01-03,209.14,1045.6999999999998
90,2025-02-27,194.32,971.5999999999999
90,2025-03-13,294.65,1473.25
90,2025-04-11,263.87,1319.35
90,2025-05-22,241.51,1207.55
90,2025-06-26,137.24,686.2
90,2025-07-10,142.6,713.0
90,2025-08-16,134.24,671.2
90,2025-09-25,270.05,1350.25
90,2025-10-13,249.34,1246.7
90,2025-11-01,289.54,1447.7
90,2025-12-01,157.54,787.6999999999999
91,2025-01-25,189.07,945.3499999999999
91,2025-02-25,247.23,1236.1499999999999
91,2025-03-14,164.98,824.9
91,2025-04-02,163.93,819.6500000000001
91,2025-05-12,88.87,444.35
91,2025-06-24,109.82,549.0999999999999
91,2025-07-04,287.37,1436.85
91,2025-08-07,249.68,1248.4
91,2025-09-16,194.53,972.65
91,2025-10-24,299.43,1497.15
91,2025-11-12,183.18,915.9000000000001
91,2025-12-26,162.99,814.95
92,2025-01-03,255.56,1277.8
92,2025-02-01,255.49,1277.45
92,2025-03-22,284.92,1424.6000000000001
92,2025-04-04,297.74,1488.7
92,2025-05-21,105.07,525.3499999999999
92,2025-06-21,187.78,938.9
92,2025-07-15,228.74,1143.7
92,2025-08-05,269.9,1349.5
92,2025-09-04,227.26,1136.3
92,2025-10-27,214.53,1072.65
92,2025-11-17,287.73,1438.65
92,2025-12-01,133.58,667.9000000000001
93,2025-01-09,102.73,513.65
93,2025-02-06,278.89,1394.4499999999998
93,2025-03-01,143.61,718.0500000000001
93,2025-04-25,147.49,737.45
93,2025-05-15,107.71,538.55
93,2025-06-20,101.37,506.85
93,2025-07-26,283.8,1419.0
93,2025-08-22,143.31,716.55
93,2025-09-12,98.73,493.65000000000003
93,2025-10-25,146.43,732.1500000000001
93,2025-11-24,284.71,1423.55
93,2025-12-03,105.34,526.7
94,2025-01-13,177.45,887.25
94,2025-02-06,146.71,733.5500000000001
94,2025-03-12,91.31,456.55
94,2025-04-11,159.04,795.1999999999999
94,2025-05-26,170.75,853.75
94,2025-06-11,201.82,1009.0999999999999
94,2025-07-18,155.33,776.6500000000001
94,2025-08-14,82.5,412.5
94,2025-09-07,281.77,1408.85
94,2025-10-09,144.94,724.7
94,2025-11-21,232.17,1160.85
94,2025-12-10,152.25,761.25
95,2025-01-28,261.64,1308.1999999999998
95,2025-02-28,221.8,1109.0
95,2025-03-15,220.18,1100.9
95,2025-04-22,178.32,891.5999999999999
95,2025-05-20,236.19,1180.95
95,2025-06-26,115.62,578.1
95,2025-07-16,287.65,1438.25
95,2025-08-19,249.89,1249.4499999999998
95,2025-09-05,132.38,661.9
95,2025-10-28,297.68,1488.4
95,2025-11-05,94.77,473.84999999999997
95,2025-12-21,107.62,538.1
96,2025-01-13,238.03,1190.15
96,2025-02-09,183.05,915.25
96,2025-03-26,139.77,698.85
96,2025-04-17,253.33,1266.65
96,2025-05-15,230.73,1153.6499999999999
96,2025-06-18,166.54,832.6999999999999
96,2025-07-02,224.6,1123.0
96,2025-08-20,82.32,411.59999999999997
96,2025-09-21,242.4,1212.0
96,2025-10-11,118.62,593.1
96,2025-11-11,247.8,1239.0
96,2025-12-13,227.89,1139.4499999999998
97,2025-01-23,265.12,1325.6
97,2025-02-23,140.21,701.0500000000001
97,2025-03-18,107.27,536.35
97,2025-04-22,266.63,1333.15
97,2025-05-15,163.97,819.85
97,2025-06-07,285.37,1426.85
97,2025-07-02,100.02,500.09999999999997
97,2025-08-14,85.5,427.5
97,2025-09-04,89.47,447.35
97,2025-10-26,210.43,1052.15
97,2025-11-17,214.44,1072.2
97,2025-12-16,129.94,649.7
98,2025-01-15,219.8,1099.0
98,2025-02-05,105.85,529.25
98,2025-03-18,149.05,745.25
98,2025-04-17,95.45,477.25
98,2025-05-25,164.41,822.05
98,2025-06-11,248.46,1242.3
98,2025-07-02,103.91,519.55
98,2025-08-04,265.87,1329.35
98,2025-09-14,171.54,857.6999999999999
98,2025-10-09,180.36,901.8000000000001
98,2025-11-22,277.82,1389.1
98,2025-12-18,192.78,963.9
99,2025-01-20,190.04,950.1999999999999
99,2025-02-04,251.02,1255.1000000000001
99,2025-03-28,233.32,1166.6
99,2025-04-13,288.12,1440.6
99,2025-05-28,146.03,730.15
99,2025-06-23,173.16,865.8
99,2025-07-02,92.55,462.75
99,2025-08-14,177.02,885.1
99,2025-09-20,224.11,1120.5500000000002
99,2025-10-26,131.27,656.35
99,2025-11-20,288.27,1441.35
99,2025-12-17,126.36,631.8
100,2025-01-05,153.95,769.75
100,2025-02-21,174.57,872.8499999999999
100,2025-03-07,83.78,418.9
100,2025-04-22,258.87,1294.35
100,2025-05-06,270.43,1352.15
100,2025-06-04,209.44,1047.2
100,2025-07-15,198.63,993.15
100,2025-08-05,112.0,560.0
100,2025-09-26,235.48,1177.3999999999999
100,2025-10-17,98.47,492.35
100,2025-11-27,178.23,891.15
100,2025-12-16,182.95,914.75
101,2025-01-22,158.16,790.8
101,2025-02-19,300.1,1500.5
101,2025-03-06,258.45,1292.25
101,2025-04-09,184.56,922.8
101,2025-05-11,243.46,1217.3
101,2025-06-05,189.39,946.9499999999999
101,2025-07-24,217.04,1085.2
101,2025-08-26,163.73,818.65
101,2025-09-13,111.79,558.95
101,2025-10-06,220.26,1101.3
101,2025-11-08,205.37,1026.85
101,2025-12-16,94.39,471.95
102,2025-01-03,284.28,1421.3999999999999
102,2025-02-12,112.25,561.25
102,2025-03-20,286.98,1434.9
102,2025-04-24,205.79,1028.95
102,2025-05-28,166.53,832.65
102,2025-06-02,272.51,1362.55
102,2025-07-13,210.13,1050.65
102,2025-08-21,83.17,415.85
102,2025-09-20,141.02,705.1
102,2025-10-19,244.28,1221.4
102,2025-11-25,97.9,489.5
102,2025-12-27,193.62,968.1
103,2025-01-13,131.92,659.5999999999999
103,2025-02-15,193.62,968.1
103,2025-03-17,130.26,651.3
103,2025-04-24,229.47,1147.35
103,2025-05-10,143.6,718.0
103,2025-06-17,192.01,960.05
103,2025-07-05,138.12,690.6
103,2025-08-04,181.06,905.3
103,2025-09-15,188.34,941.7
103,2025-10-22,287.11,1435.5500000000002
103,2025-11-11,158.68,793.4000000000001
103,2025-12-11,194.64,973.1999999999999
104,2025-01-07,270.43,1352.15
104,2025-02-05,127.02,635.1
104,2025-03-16,286.0,1430.0
104,2025-04-22,183.26,916.3
104,2025-05-16,88.44,442.2
104,2025-06-16,81.59,407.95000000000005
104,2025-07-14,286.55,1432.75
104,2025-08-24,171.45,857.25
104,2025-09-04,217.38,1086.9
104,2025-10-16,265.08,1325.3999999999999
104,2025-11-08,260.08,1300.3999999999999
104,2025-12-02,272.33,1361.6499999999999
105,2025-01-21,84.66,423.29999999999995
105,2025-02-19,291.78,1458.8999999999999
105,2025-03-24,121.86,609.3
105,2025-04-24,284.96,1424.8
105,2025-05-17,196.71,983.5500000000001
105,2025-06-15,139.67,698.3499999999999
105,2025-07-12,123.62,618.1
105,2025-08-13,182.72,913.6
105,2025-09-24,283.2,1416.0
105,2025-10-03,281.92,1409.6000000000001
105,2025-11-26,110.39,551.95
105,2025-12-17,220.33,1101.65
106,2025-01-25,160.68,803.4000000000001
106,2025-02-10,103.3,516.5
106,2025-03-19,290.68,1453.4
106,2025-04-15,98.38,491.9
106,2025-05-18,176.68,883.4000000000001
106,2025-06-19,126.01,630.0500000000001
106,2025-07-24,172.98,864.9
106,2025-08-26,282.52,1412.6
106,2025-09-27,124.89,624.45
106,2025-10-20,173.13,865.65
106,2025-11-18,286.64,1433.1999999999998
106,2025-12-05,105.44,527.2
107,2025-01-20,228.09,1140.45
107,2025-02-13,297.73,1488.65
107,2025-03-14,89.73,448.65000000000003
107,2025-04-03,257.71,1288.55
107,2025-05-21,139.8,699.0
107,2025-06-21,84.58,422.9
107,2025-07-03,154.21,771.0500000000001
107,2025-08-17,275.17,1375.8500000000001
107,2025-09-05,209.4,1047.0
107,2025-10-13,171.26,856.3
107,2025-11-11,238.09,1190.45
107,2025-12-16,194.36,971.8000000000001
108,2025-01-03,227.33,1136.65
108,2025-02-15,201.44,1007.2
108,2025-03-21,168.42,842.0999999999999
108,2025-04-07,210.31,1051.55
108,2025-05-10,187.86,939.3000000000001
108,2025-06-23,137.36,686.8000000000001
108,2025-07-01,161.43,807.1500000000001
108,2025-08-16,214.0,1070.0
108,2025-09-26,172.24,861.2
108,2025-10-26,183.14,915.6999999999999
108,2025-11-17,219.6,1098.0
108,2025-12-17,99.73,498.65000000000003
109,2025-01-15,205.03,1025.15
109,2025-02-27,145.78,728.9
109,2025-03-27,135.75,678.75
109,2025-04-09,216.05,1080.25
109,2025-05-09,105.19,525.95
109,2025-06-18,261.16,1305.8000000000002
109,2025-07-16,90.89,454.45
109,2025-08-21,136.45,682.25
109,2025-09-27,155.39,776.9499999999999
109,2025-10-02,297.64,1488.1999999999998
109,2025-11-03,246.3,1231.5
109,2025-12-08,170.37,851.85
110,2025-01-27,138.47,692.35
110,2025-02-26,216.57,1082.85
110,2025-03-17,208.59,1042.95
110,2025-04-14,109.32,546.5999999999999
110,2025-05-08,189.63,948.15
110,2025-06-07,261.47,1307.3500000000001
110,2025-07-14,226.75,1133.75
110,2025-08-19,111.32,556.5999999999999
110,2025-09-02,145.78,728.9
110,2025-10-25,177.62,888.1
110,2025-11-22,88.97,444.85
110,2025-12-11,256.03,1280.1499999999999
111,2025-01-07,181.62,908.1
111,2025-02-17,220.53,1102.65
111,2025-03-23,256.7,1283.5
111,2025-04-17,133.39,666.9499999999999
111,2025-05-04,134.16,670.8
111,2025-06-21,170.1,850.5
111,2025-07-02,253.63,1268.15
111,2025-08-20,112.35,561.75
111,2025-09-07,171.27,856.35
111,2025-10-27,224.2,1121.0
111,2025-11-01,291.05,1455.25
111,2025-12-09,98.9,494.5
112,2025-01-12,286.91,1434.5500000000002
112,2025-02-15,279.95,1399.75
112,2025-03-25,246.2,1231.0
112,2025-04-13,89.43,447.15000000000003
112,2025-05-23,87.2,436.0
112,2025-06-15,296.74,1483.7
112,2025-07-01,185.82,929.0999999999999
112,2025-08-02,171.27,856.35
112,2025-09-22,295.51,1477.55
112,2025-10-28,162.94,814.7
112,2025-11-12,245.03,1225.15
112,2025-12-01,100.32,501.59999999999997
113,2025-01-24,214.61,1073.0500000000002
113,2025-02-02,200.77,1003.85
113,2025-03-01,236.43,1182.15
113,2025-04-18,179.12,895.6
113,2025-05-28,105.56,527.8
113,2025-06-24,281.7,1408.5
113,2025-07-14,221.49,1107.45
113,2025-08-13,113.03,565.15
113,2025-09-01,246.09,1230.45
113,2025-10-17,87.76,438.8
113,2025-11-25,251.51,1257.55
113,2025-12-26,229.57,1147.85
114,2025-01-24,94.39,471.95
114,2025-02-10,211.75,1058.75
114,2025-03-23,121.78,608.9
114,2025-04-24,244.43,1222.15
114,2025-05-01,244.26,1221.3
114,2025-06-02,136.5,682.5
114,2025-07-25,206.62,1033.1
114,2025-08-06,294.93,1474.65
114,2025-09-09,199.55,997.75
114,2025-10-13,171.73,858.65
114,2025-11-13,125.02,625.1
114,2025-12-14,98.6,493.0
115,2025-01-07,258.95,1294.75
115,2025-02-17,204.96,1024.8
115,2025-03-24,265.09,1325.4499999999998
115,2025-04-27,144.02,720.1
115,2025-05-03,192.82,964.0999999999999
115,2025-06-14,213.39,1066.9499999999998
115,2025-07-23,112.83,564.15
115,2025-08-25,218.29,1091.45
115,2025-09-16,110.98,554.9
115,2025-10-23,131.39,656.9499999999999
115,2025-11-14,227.21,1136.05
115,2025-12-05,294.89,1474.4499999999998
116,2025-01-03,297.34,1486.6999999999998
116,2025-02-10,286.11,1430.5500000000002
116,2025-03-17,196.55,982.75
116,2025-04-10,204.02,1020.1
116,2025-05-25,210.89,1054.4499999999998
116,2025-06-10,278.96,1394.8
116,2025-07-22,147.28,736.4
116,2025-08-07,105.69,528.45
116,2025-09-27,264.67,1323.3500000000001
116,2025-10-11,261.94,1309.7
116,2025-11-20,184.13,920.65
116,2025-12-22,178.38,891.9
117,2025-01-06,252.69,1263.45
117,2025-02-20,139.22,696.1
117,2025-03-25,164.16,820.8
117,2025-04-26,262.67,1313.3500000000001
117,2025-05-10,114.63,573.15
117,2025-06-16,202.14,1010.6999999999999
117,2025-07-08,272.43,1362.15
117,2025-08-12,236.63,1183.15
117,2025-09-01,89.28,446.4
117,2025-10-15,202.93,1014.6500000000001
117,2025-11-02,257.87,1289.35
117,2025-12-20,267.76,1338.8
118,2025-01-19,127.38,636.9
118,2025-02-11,265.81,1329.05
118,2025-03-22,102.08,510.4
118,2025-04-02,239.58,1197.9
118,2025-05-06,86.77,433.84999999999997
118,2025-06-09,262.31,1311.55
118,2025-07-06,142.81,714.05
118,2025-08-28,111.17,555.85
118,2025-09-19,137.37,686.85
118,2025-10-13,179.37,896.85
118,2025-11-23,108.23,541.15
118,2025-12-19,159.14,795.6999999999999
119,2025-01-23,214.47,1072.35
119,2025-02-10,79.28,396.4
119,2025-03-17,243.64,1218.1999999999998
119,2025-04-10,164.3,821.5
119,2025-05-25,257.7,1288.5
119,2025-06-17,114.17,570.85
119,2025-07-19,194.04,970.1999999999999
119,2025-08-15,211.69,1058.45
119,2025-09-24,183.17,915.8499999999999
119,2025-10-05,174.86,874.3000000000001
119,2025-11-04,181.41,907.05
119,2025-12-27,138.57,692.8499999999999
120,2025-01-18,208.35,1041.75
120,2025-02-01,132.68,663.4000000000001
120,2025-03-14,158.52,792.6
120,2025-04-28,213.74,1068.7
120,2025-05-25,251.59,1257.95
120,2025-06-03,266.0,1330.0
120,2025-07-05,105.89,529.45
120,2025-08-06,130.46,652.3000000000001
120,2025-09-15,143.5,717.5
120,2025-10-27,238.81,1194.05
120,2025-11-14,113.53,567.65
120,2025-12-04,172.31,861.55
121,2025-01-25,137.43,687.1500000000001
121,2025-02-12,254.29,1271.45
121,2025-03-21,185.66,928.3
121,2025-04-28,86.95,434.75
121,2025-05-15,227.99,1139.95
121,2025-06-15,283.22,1416.1000000000001
121,2025-07-14,191.85,959.25
121,2025-08-13,132.18,660.9000000000001
121,2025-09-11,123.46,617.3
121,2025-10-16,254.5,1272.5
121,2025-11-19,253.67,1268.35
121,2025-12-14,193.89,969.4499999999999
122,2025-01-16,237.57,1187.85
122,2025-02-10,250.73,1253.6499999999999
122,2025-03-27,299.68,1498.4
122,2025-04-26,125.14,625.7
122,2025-05-21,99.66,498.29999999999995
122,2025-06-15,154.78,773.9
122,2025-07-03,174.18,870.9000000000001
122,2025-08-09,192.51,962.55
122,2025-09-09,137.73,688.65
122,2025-10-15,152.96,764.8000000000001
122,2025-11-13,147.74,738.7
122,2025-12-18,234.3,1171.5
123,2025-01-08,80.51,402.55
123,2025-02-17,158.55,792.75
123,2025-03-16,238.37,1191.85
123,2025-04-19,165.09,825.45
123,2025-05-22,155.62,778.1
123,2025-06-18,113.3,566.5
123,2025-07-12,263.61,1318.0500000000002
123,2025-08-16,234.77,1173.8500000000001
123,2025-09-06,107.16,535.8
123,2025-10-18,184.8,924.0
123,2025-11-06,198.76,993.8
123,2025-12-11,98.54,492.70000000000005
124,2025-01-08,93.75,468.75
124,2025-02-01,231.27,1156.3500000000001
124,2025-03-06,127.92,639.6
124,2025-04-15,243.76,1218.8
124,2025-05-02,145.5,727.5
124,2025-06-13,136.61,683.0500000000001
124,2025-07-27,189.41,947.05
124,2025-08-09,233.95,1169.75
124,2025-09-03,279.03,1395.1499999999999
124,2025-10-18,127.72,638.6
124,2025-11-10,229.84,1149.2
124,2025-12-24,118.34,591.7
125,2025-01-05,224.11,1120.5500000000002
125,2025-02-22,232.17,1160.85
125,2025-03-16,190.89,954.4499999999999
125,2025-04-19,109.77,548.85
125,2025-05-21,156.17,780.8499999999999
125,2025-06-19,196.39,981.9499999999999
125,2025-07-11,111.29,556.45
125,2025-08-03,261.93,1309.65
125,2025-09-08,212.4,1062.0
125,2025-10-08,212.52,1062.6000000000001
125,2025-11-07,270.94,1354.7
125,2025-12-24,238.58,1192.9
126,2025-01-17,236.39,1181.9499999999998
126,2025-02-23,84.04,420.20000000000005
126,2025-03-16,87.18,435.90000000000003
126,2025-04-18,120.28,601.4
126,2025-05-09,236.7,1183.5
126,2025-06-18,185.81,929.05
126,2025-07-15,242.48,1212.3999999999999
126,2025-08-09,246.05,1230.25
126,2025-09-24,153.4,767.0
126,2025-10-23,148.92,744.5999999999999
126,2025-11-22,117.1,585.5
